CustomerID,Channel,Time_Of_Day,Day_Of_Week,Campaign_Id,Product_LOB,Conversion_Flag,Source,Time_Stamp,Comm_Id
ID00000970,Call,Afternoon,3,4,Tv,no,Inbound call,2014-10-07,3
ID00000970,Email,Morning,3,4,Tv,no,Inbound call,2014-05-08,4
ID00000970,Call,Afternoon,1,4,Tv,no,Inbound call,2014-12-08,5
ID00000971,Call,Evening,1,1,Computer,no,Inbound call,2014-01-03,1
ID00000971,SMS,Morning,1,4,Tv,no,Inbound call,2014-02-07,2
ID00000971,Call,Evening,5,4,Tv,no,Inbound call,2014-07-24,3
ID00000971,Call,Afternoon,1,4,Tv,no,Inbound call,2014-09-08,4
ID00000971,SMS,Morning,6,4,Tv,no,Inbound call,2014-09-18,5
ID00000972,SMS,Morning,1,1,Computer,no,Previous Campaign,2014-02-03,1
ID00000972,Call,Morning,6,5,Electronic,no,Previous Campaign,2014-12-10,2
ID00000972,Call,Evening,1,5,Electronic,no,Previous Campaign,2014-10-18,3
ID00000972,Call,Evening,7,5,Electronic,no,Previous Campaign,2014-11-11,4
ID00000972,Call,Morning,4,5,Electronic,no,Previous Campaign,2014-11-17,5
ID00000973,Email,Evening,6,1,Computer,no,SMS,2014-01-23,1
ID00000973,Email,Morning,1,5,Electronic,no,SMS,2014-08-10,2
ID00000973,Email,Morning,7,5,Electronic,no,SMS,2014-10-20,3
ID00000973,SMS,Evening,6,5,Electronic,no,SMS,2014-11-26,4
ID00000974,SMS,Morning,3,1,Computer,no,Inbound call,2014-07-01,1
ID00000974,Call,Afternoon,5,4,Tv,no,Inbound call,2014-12-07,2
ID00000974,Call,Morning,1,4,Tv,no,Inbound call,2014-07-29,3
ID00000974,SMS,Evening,1,4,Tv,no,Inbound call,2014-07-29,4
ID00000974,Call,Morning,3,4,Tv,no,Inbound call,2014-09-08,5
ID00000974,SMS,Evening,1,4,Tv,no,Inbound call,2014-09-09,6
ID00000975,SMS,Evening,4,1,Computer,no,Previous Campaign,2014-12-01,1
ID00000975,Call,Afternoon,3,2,Computer,no,Previous Campaign,2014-11-04,2
ID00000975,Call,Morning,2,2,Computer,no,Previous Campaign,2014-07-05,3
ID00000975,Call,Afternoon,5,2,Computer,no,Previous Campaign,2014-09-05,4
ID00000975,SMS,Afternoon,2,2,Computer,no,Previous Campaign,2014-11-05,5
ID00000975,Call,Evening,6,2,Computer,no,Previous Campaign,2014-05-22,6
ID00000976,Email,Evening,3,1,Computer,no,Previous Campaign,2014-03-20,1
ID00000976,Call,Morning,2,3,Tv,no,Previous Campaign,2014-05-26,2
ID00000976,Call,Morning,3,3,Tv,no,Previous Campaign,2014-11-06,3
ID00000976,Call,Morning,1,3,Tv,no,Previous Campaign,2014-06-24,4
ID00000976,Call,Morning,2,3,Tv,no,Previous Campaign,2014-06-29,5
ID00000976,Call,Afternoon,3,3,Tv,no,Previous Campaign,2014-06-30,6
ID00000977,SMS,Afternoon,1,1,Computer,no,Inbound call,2014-06-01,1
ID00000977,Call,Evening,5,4,Tv,no,Inbound call,2014-07-19,2
ID00000977,SMS,Afternoon,3,4,Tv,no,Inbound call,2014-08-17,3
ID00000977,Call,Morning,2,4,Tv,no,Inbound call,2014-08-18,4
ID00000977,Email,Morning,7,4,Tv,no,Inbound call,2014-09-20,5
ID00000978,Email,Morning,7,1,Computer,no,Inbound call,2014-07-01,1
ID00000978,Call,Evening,7,3,Tv,no,Inbound call,2014-08-06,2
ID00000978,Email,Morning,7,3,Tv,no,Inbound call,2014-12-06,3
ID00000978,Email,Morning,7,3,Tv,no,Inbound call,2014-06-20,4
ID00000978,Email,Morning,6,3,Tv,no,Inbound call,2014-06-24,5
ID00000978,Call,Morning,6,3,Tv,no,Inbound call,2014-06-30,6
ID00000979,SMS,Afternoon,7,1,Computer,no,Inbound call,2014-02-21,1
ID00000979,SMS,Afternoon,2,6,Computer,no,Inbound call,2014-07-12,2
ID00000979,Call,Morning,1,6,Computer,no,Inbound call,2014-12-22,3
ID00000979,Email,Afternoon,1,6,Computer,no,Inbound call,2014-12-29,4
ID00000980,SMS,Afternoon,2,1,Computer,no,Inbound call,2014-02-02,1
ID00000980,Call,Morning,7,2,Computer,no,Inbound call,2014-03-30,2
ID00000980,Email,Evening,7,2,Computer,no,Inbound call,2014-05-04,3
ID00000980,Email,Morning,7,2,Computer,no,Inbound call,2014-02-05,4
ID00000980,Call,Morning,7,2,Computer,no,Inbound call,2014-05-05,5
ID00000981,SMS,Evening,1,1,Computer,no,Previous Campaign,2014-01-14,1
ID00000981,Call,Afternoon,3,3,Tv,no,Previous Campaign,2014-05-25,2
ID00000981,SMS,Evening,2,3,Tv,no,Previous Campaign,2014-07-06,3
ID00000981,Email,Evening,3,3,Tv,no,Previous Campaign,2014-08-06,4
ID00000981,Email,Evening,1,3,Tv,no,Previous Campaign,2014-06-13,5
ID00000982,SMS,Afternoon,6,1,Computer,no,SMS,2014-03-03,1
ID00000982,SMS,Afternoon,2,5,Electronic,no,SMS,2014-03-11,2
ID00000982,SMS,Afternoon,1,5,Electronic,no,SMS,2014-04-11,3
ID00000982,SMS,Afternoon,3,5,Electronic,no,SMS,2014-11-24,4
ID00000982,SMS,Evening,7,5,Electronic,no,SMS,2014-03-12,5
ID00000982,SMS,Afternoon,6,5,Electronic,no,SMS,2014-03-12,6
ID00000983,SMS,Morning,2,1,Computer,no,Inbound call,2014-12-03,1
ID00000983,Call,Afternoon,3,5,Electronic,no,Inbound call,2014-10-25,2
ID00000983,Email,Morning,1,5,Electronic,no,Inbound call,2014-11-20,3
ID00000983,Email,Evening,1,5,Electronic,no,Inbound call,2014-03-12,4
ID00000984,Call,Morning,6,1,Computer,no,Previous Campaign,2014-06-03,1
ID00000984,Call,Morning,7,3,Tv,no,Previous Campaign,2014-05-25,2
ID00000984,Call,Evening,7,3,Tv,no,Previous Campaign,2014-06-17,3
ID00000984,Call,Morning,6,3,Tv,no,Previous Campaign,2014-06-19,4
ID00000984,Email,Morning,6,3,Tv,no,Previous Campaign,2014-06-20,5
ID00000984,Call,Afternoon,6,3,Tv,no,Previous Campaign,2014-06-27,6
ID00000985,Call,Evening,5,1,Computer,no,Previous Campaign,2014-06-02,1
ID00000985,Email,Evening,7,5,Electronic,no,Previous Campaign,2014-03-10,2
ID00000985,Email,Afternoon,5,5,Electronic,no,Previous Campaign,2014-10-20,3
ID00000985,SMS,Morning,5,5,Electronic,no,Previous Campaign,2014-11-11,4
ID00000986,Call,Morning,6,1,Computer,no,Previous Campaign,2014-01-20,1
ID00000986,Email,Afternoon,2,3,Tv,no,Previous Campaign,2014-04-06,2
ID00000986,Email,Morning,6,3,Tv,no,Previous Campaign,2014-11-06,3
ID00000986,SMS,Evening,3,3,Tv,no,Previous Campaign,2014-06-16,4
ID00000986,Call,Morning,7,3,Tv,no,Previous Campaign,2014-06-20,5
ID00000986,SMS,Afternoon,5,3,Tv,no,Previous Campaign,2014-06-29,6
ID00000987,Email,Afternoon,2,1,Computer,no,SMS,2014-02-28,1
ID00000987,SMS,Evening,6,6,Computer,no,SMS,2014-05-12,2
ID00000987,SMS,Afternoon,6,6,Computer,no,SMS,2014-06-12,3
ID00000987,Email,Evening,7,6,Computer,no,SMS,2014-12-26,4
ID00000988,Email,Afternoon,1,1,Computer,no,SMS,2014-01-02,1
ID00000988,SMS,Morning,4,2,Computer,no,SMS,2014-04-29,2
ID00000988,Email,Evening,1,2,Computer,no,SMS,2014-01-05,3
ID00000988,Email,Afternoon,1,2,Computer,no,SMS,2014-04-05,4
ID00000988,Email,Evening,1,2,Computer,no,SMS,2014-05-17,5
ID00000988,Call,Evening,3,2,Computer,no,SMS,2014-05-20,6
ID00000989,SMS,Evening,1,1,Computer,no,Previous Campaign,2014-04-03,1
ID00000989,Email,Afternoon,3,3,Tv,no,Previous Campaign,2014-05-27,2
ID00000989,SMS,Morning,1,3,Tv,no,Previous Campaign,2014-03-06,3
ID00000989,SMS,Morning,3,3,Tv,no,Previous Campaign,2014-06-14,4
ID00000989,SMS,Afternoon,1,3,Tv,no,Previous Campaign,2014-06-28,5
ID00000989,SMS,Evening,4,3,Tv,no,Previous Campaign,2014-06-29,6
ID00000990,SMS,Evening,2,1,Computer,no,Previous Campaign,2014-02-22,1
ID00000990,Email,Afternoon,4,4,Tv,no,Previous Campaign,2014-09-08,2
ID00000990,Call,Morning,5,4,Tv,no,Previous Campaign,2014-07-09,3
ID00000990,Email,Evening,3,4,Tv,no,Previous Campaign,2014-09-14,4
ID00000991,SMS,Afternoon,6,1,Computer,no,Inbound call,2014-11-01,1
ID00000991,Call,Evening,6,3,Tv,no,Inbound call,2014-09-06,2
ID00000991,Email,Evening,5,3,Tv,no,Inbound call,2014-06-18,3
ID00000991,Call,Morning,4,3,Tv,no,Inbound call,2014-06-24,4
ID00000991,Email,Morning,4,3,Tv,no,Inbound call,2014-06-27,5
ID00000991,Call,Morning,6,3,Tv,no,Inbound call,2014-06-30,6
ID00000992,Call,Afternoon,5,1,Computer,no,SMS,2014-01-28,1
ID00000992,Call,Morning,5,3,Tv,no,SMS,2014-05-30,2
ID00000992,Call,Morning,7,3,Tv,no,SMS,2014-11-06,3
ID00000992,Email,Evening,7,3,Tv,no,SMS,2014-06-22,4
ID00000993,Email,Morning,1,1,Computer,no,Previous Campaign,2014-03-16,1
ID00000993,SMS,Evening,1,5,Electronic,no,Previous Campaign,2014-10-15,2
ID00000993,Email,Morning,4,5,Electronic,no,Previous Campaign,2014-10-22,3
ID00000993,SMS,Afternoon,4,5,Electronic,no,Previous Campaign,2014-04-11,4
ID00000993,Email,Evening,1,5,Electronic,no,Previous Campaign,2014-11-16,5
ID00000993,SMS,Morning,2,5,Electronic,no,Previous Campaign,2014-11-20,6
ID00000994,Call,Morning,6,1,Computer,no,Inbound call,2014-02-26,1
ID00000994,SMS,Morning,6,5,Electronic,no,Inbound call,2014-10-24,2
ID00000994,Email,Morning,2,5,Electronic,no,Inbound call,2014-06-11,3
ID00000994,Call,Afternoon,2,5,Electronic,no,Inbound call,2014-10-11,4
ID00000994,SMS,Afternoon,6,5,Electronic,no,Inbound call,2014-11-24,5
ID00000995,Call,Afternoon,3,1,Computer,no,Inbound call,2014-03-14,1
ID00000995,Call,Morning,2,5,Electronic,no,Inbound call,2014-09-27,2
ID00000995,Call,Evening,6,5,Electronic,no,Inbound call,2014-10-18,3
ID00000995,Call,Morning,1,5,Electronic,no,Inbound call,2014-11-17,4
ID00000995,Call,Evening,7,5,Electronic,no,Inbound call,2014-11-21,5
ID00000996,Call,Morning,6,1,Computer,no,Inbound call,2014-02-25,1
ID00000996,SMS,Evening,7,4,Tv,no,Inbound call,2014-07-14,2
ID00000996,Email,Afternoon,6,4,Tv,no,Inbound call,2014-07-30,3
ID00000996,Email,Morning,2,4,Tv,no,Inbound call,2014-03-08,4
ID00000997,Email,Morning,6,1,Computer,no,SMS,2014-01-03,1
ID00000997,Email,Afternoon,7,2,Computer,no,SMS,2014-06-04,2
ID00000997,SMS,Afternoon,5,2,Computer,no,SMS,2014-04-23,3
ID00000997,Call,Evening,5,2,Computer,no,SMS,2014-04-30,4
ID00000997,SMS,Morning,5,2,Computer,no,SMS,2014-07-05,5
ID00000997,SMS,Evening,3,2,Computer,no,SMS,2014-05-14,6
ID00000998,SMS,Afternoon,5,1,Computer,no,Inbound call,2014-01-20,1
ID00000998,Call,Evening,7,2,Computer,no,Inbound call,2014-04-19,2
ID00000998,Call,Morning,5,2,Computer,no,Inbound call,2014-06-05,3
ID00000998,SMS,Afternoon,1,2,Computer,no,Inbound call,2014-07-05,4
ID00000999,SMS,Afternoon,2,1,Computer,no,SMS,2014-01-25,1
ID00000999,Email,Evening,1,4,Tv,no,SMS,2014-07-27,2
ID00000999,Email,Morning,3,4,Tv,no,SMS,2014-08-08,3
ID00000999,Email,Evening,1,4,Tv,no,SMS,2014-04-09,4
ID00001000,Call,Evening,4,1,Computer,no,Inbound call,2014-07-01,1
ID00001000,Email,Morning,1,3,Tv,no,Inbound call,2014-05-31,2
ID00001000,SMS,Morning,4,3,Tv,no,Inbound call,2014-02-06,3
ID00001000,SMS,Morning,7,3,Tv,no,Inbound call,2014-04-06,4
ID00001000,Email,Afternoon,2,3,Tv,no,Inbound call,2014-08-06,5
ID00001001,SMS,Evening,4,1,Computer,no,SMS,2014-01-03,1
ID00001001,SMS,Evening,6,3,Tv,no,SMS,2014-08-06,2
ID00001001,SMS,Afternoon,7,3,Tv,no,SMS,2014-09-06,3
ID00001001,Email,Afternoon,6,3,Tv,no,SMS,2014-06-15,4
ID00001002,SMS,Evening,7,1,Computer,no,Inbound call,2014-02-27,1
ID00001002,SMS,Morning,5,6,Computer,no,Inbound call,2014-11-12,2
ID00001002,Email,Morning,6,6,Computer,no,Inbound call,2014-12-16,3
ID00001002,Email,Morning,6,6,Computer,no,Inbound call,2014-12-20,4
ID00001002,Email,Afternoon,5,6,Computer,no,Inbound call,2014-12-25,5
ID00001003,SMS,Morning,1,1,Computer,no,Previous Campaign,2014-01-14,1
ID00001003,Email,Morning,1,5,Electronic,no,Previous Campaign,2014-01-10,2
ID00001003,Call,Morning,3,5,Electronic,no,Previous Campaign,2014-10-19,3
ID00001003,Call,Morning,4,5,Electronic,no,Previous Campaign,2014-10-28,4
ID00001003,Email,Evening,2,5,Electronic,no,Previous Campaign,2014-11-23,5
ID00001003,Call,Morning,1,5,Electronic,no,Previous Campaign,2014-11-29,6
ID00001004,Call,Evening,7,1,Computer,no,Previous Campaign,2014-11-02,1
ID00001004,Call,Morning,7,5,Electronic,no,Previous Campaign,2014-10-13,2
ID00001004,SMS,Afternoon,7,5,Electronic,no,Previous Campaign,2014-04-11,3
ID00001004,Call,Evening,5,5,Electronic,no,Previous Campaign,2014-11-13,4
ID00001004,SMS,Morning,7,5,Electronic,no,Previous Campaign,2014-11-18,5
ID00001005,SMS,Morning,6,1,Computer,no,Inbound call,2014-01-01,1
ID00001005,SMS,Morning,4,5,Electronic,no,Inbound call,2014-10-18,2
ID00001005,Call,Morning,7,5,Electronic,no,Inbound call,2014-03-11,3
ID00001005,Email,Evening,5,5,Electronic,no,Inbound call,2014-05-11,4
ID00001005,Email,Afternoon,6,5,Electronic,no,Inbound call,2014-11-21,5
ID00001006,Email,Evening,6,1,Computer,no,Inbound call,2014-03-01,1
ID00001006,Email,Morning,1,5,Electronic,no,Inbound call,2014-10-16,2
ID00001006,SMS,Morning,7,5,Electronic,no,Inbound call,2014-10-31,3
ID00001006,SMS,Morning,5,5,Electronic,no,Inbound call,2014-11-18,4
ID00001006,Call,Afternoon,5,5,Electronic,no,Inbound call,2014-11-18,5
ID00001006,SMS,Afternoon,4,5,Electronic,no,Inbound call,2014-11-19,6
ID00001007,Email,Morning,1,1,Computer,no,SMS,2014-01-23,1
ID00001007,Call,Afternoon,2,4,Tv,no,SMS,2014-07-24,2
ID00001007,Call,Afternoon,2,4,Tv,no,SMS,2014-03-08,3
ID00001007,Call,Afternoon,4,4,Tv,no,SMS,2014-08-14,4
ID00001007,Call,Evening,1,4,Tv,no,SMS,2014-08-30,5
ID00001007,SMS,Afternoon,7,4,Tv,no,SMS,2014-09-18,6
ID00001008,Email,Afternoon,7,1,Computer,no,Previous Campaign,2014-02-22,1
ID00001008,Call,Morning,3,2,Computer,no,Previous Campaign,2014-03-22,2
ID00001008,SMS,Afternoon,6,2,Computer,no,Previous Campaign,2014-03-23,3
ID00001008,SMS,Evening,5,2,Computer,no,Previous Campaign,2014-03-30,4
ID00001008,Call,Evening,5,2,Computer,no,Previous Campaign,2014-04-13,5
ID00001008,Email,Afternoon,5,2,Computer,no,Previous Campaign,2014-04-28,6
ID00001009,SMS,Evening,5,1,Computer,no,Previous Campaign,2014-03-19,1
ID00001009,Email,Evening,5,2,Computer,no,Previous Campaign,2014-03-27,2
ID00001009,SMS,Morning,6,2,Computer,no,Previous Campaign,2014-12-04,3
ID00001009,Email,Morning,7,2,Computer,no,Previous Campaign,2014-04-15,4
ID00001009,SMS,Afternoon,6,2,Computer,no,Previous Campaign,2014-04-16,5
ID00001009,SMS,Evening,6,2,Computer,no,Previous Campaign,2014-04-20,6
ID00001010,Call,Morning,7,1,Computer,no,SMS,2014-02-02,1
ID00001010,Call,Afternoon,7,5,Electronic,no,SMS,2014-04-10,2
ID00001010,Call,Morning,1,5,Electronic,no,SMS,2014-08-10,3
ID00001010,Call,Morning,3,5,Electronic,no,SMS,2014-11-13,4
ID00001011,Email,Afternoon,1,1,Computer,no,Previous Campaign,2014-03-14,1
ID00001011,SMS,Afternoon,1,5,Electronic,no,Previous Campaign,2014-02-10,2
ID00001011,Email,Evening,1,5,Electronic,no,Previous Campaign,2014-10-21,3
ID00001011,SMS,Afternoon,2,5,Electronic,no,Previous Campaign,2014-10-24,4
ID00001011,SMS,Evening,4,5,Electronic,no,Previous Campaign,2014-01-12,5
ID00001012,Call,Evening,7,1,Computer,no,Previous Campaign,2014-02-02,1
ID00001012,Call,Afternoon,6,4,Tv,no,Previous Campaign,2014-07-25,2
ID00001012,SMS,Evening,5,4,Tv,no,Previous Campaign,2014-08-24,3
ID00001012,SMS,Afternoon,6,4,Tv,no,Previous Campaign,2014-09-23,4
ID00001012,Call,Afternoon,6,4,Tv,no,Previous Campaign,2014-09-24,5
ID00001013,Call,Evening,6,1,Computer,no,SMS,2014-02-19,1
ID00001013,SMS,Morning,6,5,Electronic,no,SMS,2014-11-10,2
ID00001013,Call,Morning,6,5,Electronic,no,SMS,2014-10-17,3
ID00001013,SMS,Afternoon,7,5,Electronic,no,SMS,2014-10-22,4
ID00001013,SMS,Morning,7,5,Electronic,no,SMS,2014-01-11,5
ID00001013,SMS,Evening,7,5,Electronic,no,SMS,2014-11-23,6
ID00001014,Email,Evening,1,1,Computer,no,SMS,2014-11-01,1
ID00001014,Call,Morning,4,3,Tv,no,SMS,2014-05-31,2
ID00001014,Email,Morning,5,3,Tv,no,SMS,2014-12-06,3
ID00001014,SMS,Evening,7,3,Tv,no,SMS,2014-06-13,4
ID00001014,Email,Morning,1,3,Tv,no,SMS,2014-06-27,5
ID00001015,Call,Afternoon,1,1,Computer,no,SMS,2014-01-03,1
ID00001015,Call,Evening,4,5,Electronic,no,SMS,2014-11-10,2
ID00001015,Call,Afternoon,1,5,Electronic,no,SMS,2014-04-11,3
ID00001015,Call,Evening,1,5,Electronic,no,SMS,2014-04-11,4
ID00001015,Call,Morning,4,5,Electronic,no,SMS,2014-11-15,5
ID00001015,Email,Morning,1,5,Electronic,no,SMS,2014-11-16,6
ID00001016,Call,Evening,4,1,Computer,no,SMS,2014-02-14,1
ID00001016,Call,Morning,4,2,Computer,no,SMS,2014-05-04,2
ID00001016,Call,Morning,3,2,Computer,no,SMS,2014-05-04,3
ID00001016,Call,Morning,4,2,Computer,no,SMS,2014-04-16,4
ID00001016,Call,Evening,1,2,Computer,no,SMS,2014-08-05,5
ID00001017,SMS,Afternoon,5,1,Computer,no,Previous Campaign,2014-02-15,1
ID00001017,Email,Evening,6,4,Tv,no,Previous Campaign,2014-07-30,2
ID00001017,Email,Afternoon,6,4,Tv,no,Previous Campaign,2014-08-28,3
ID00001017,SMS,Afternoon,7,4,Tv,no,Previous Campaign,2014-08-30,4
ID00001018,Email,Morning,1,1,Computer,no,SMS,2014-02-22,1
ID00001018,SMS,Evening,5,5,Electronic,no,SMS,2014-01-10,2
ID00001018,Email,Evening,2,5,Electronic,no,SMS,2014-02-10,3
ID00001018,Email,Evening,1,5,Electronic,no,SMS,2014-10-17,4
ID00001018,Email,Afternoon,2,5,Electronic,no,SMS,2014-11-26,5
ID00001019,SMS,Morning,2,1,Computer,no,Previous Campaign,2014-03-18,1
ID00001019,SMS,Evening,2,6,Computer,no,Previous Campaign,2014-05-12,2
ID00001019,Email,Evening,2,6,Computer,no,Previous Campaign,2014-08-12,3
ID00001019,Call,Morning,5,6,Computer,no,Previous Campaign,2014-12-14,4
ID00001019,Email,Afternoon,1,6,Computer,no,Previous Campaign,2014-12-19,5
ID00001019,SMS,Afternoon,7,6,Computer,no,Previous Campaign,2014-12-30,6
ID00001020,SMS,Evening,7,1,Computer,no,Inbound call,2014-01-01,1
ID00001020,SMS,Afternoon,7,6,Computer,no,Inbound call,2014-07-12,2
ID00001020,SMS,Evening,3,6,Computer,no,Inbound call,2014-12-19,3
ID00001020,Email,Evening,1,6,Computer,no,Inbound call,2014-12-31,4
ID00001021,SMS,Afternoon,7,1,Computer,no,Previous Campaign,2014-03-13,1
ID00001021,Email,Afternoon,7,5,Electronic,no,Previous Campaign,2014-10-10,2
ID00001021,Email,Evening,2,5,Electronic,no,Previous Campaign,2014-03-11,3
ID00001021,SMS,Afternoon,7,5,Electronic,no,Previous Campaign,2014-11-16,4
ID00001021,SMS,Afternoon,2,5,Electronic,no,Previous Campaign,2014-11-24,5
ID00001022,SMS,Evening,7,1,Computer,no,Inbound call,2014-03-03,1
ID00001022,SMS,Afternoon,4,3,Tv,no,Inbound call,2014-10-06,2
ID00001022,Email,Evening,3,3,Tv,no,Inbound call,2014-06-26,3
ID00001022,SMS,Afternoon,7,3,Tv,no,Inbound call,2014-06-28,4
ID00001023,SMS,Evening,5,1,Computer,no,SMS,2014-02-23,1
ID00001023,Email,Evening,6,3,Tv,no,SMS,2014-05-31,2
ID00001023,SMS,Morning,2,3,Tv,no,SMS,2014-03-06,3
ID00001023,SMS,Afternoon,7,3,Tv,no,SMS,2014-04-06,4
ID00001023,SMS,Morning,7,3,Tv,no,SMS,2014-06-22,5
ID00001024,Call,Afternoon,1,1,Computer,no,Inbound call,2014-04-01,1
ID00001024,SMS,Afternoon,4,5,Electronic,no,Inbound call,2014-04-10,2
ID00001024,SMS,Afternoon,3,5,Electronic,no,Inbound call,2014-06-10,3
ID00001024,Email,Afternoon,2,5,Electronic,no,Inbound call,2014-10-26,4
ID00001024,SMS,Evening,4,5,Electronic,no,Inbound call,2014-05-11,5
ID00001024,SMS,Afternoon,2,5,Electronic,no,Inbound call,2014-11-11,6
ID00001025,SMS,Morning,5,1,Computer,no,Inbound call,2014-01-25,1
ID00001025,SMS,Evening,2,2,Computer,no,Inbound call,2014-03-27,2
ID00001025,SMS,Morning,1,2,Computer,no,Inbound call,2014-03-05,3
ID00001025,Call,Evening,3,2,Computer,no,Inbound call,2014-05-15,4
ID00001025,SMS,Morning,3,2,Computer,no,Inbound call,2014-05-21,5
ID00001025,Call,Evening,6,2,Computer,no,Inbound call,2014-05-23,6
ID00001026,SMS,Evening,1,1,Computer,no,SMS,2014-02-26,1
ID00001026,Email,Afternoon,1,2,Computer,no,SMS,2014-03-27,2
ID00001026,SMS,Evening,2,2,Computer,no,SMS,2014-10-04,3
ID00001026,SMS,Morning,1,2,Computer,no,SMS,2014-05-19,4
ID00001027,SMS,Morning,6,1,Computer,no,Inbound call,2014-01-30,1
ID00001027,SMS,Afternoon,2,4,Tv,no,Inbound call,2014-09-07,2
ID00001027,SMS,Afternoon,5,4,Tv,no,Inbound call,2014-07-21,3
ID00001027,SMS,Evening,2,4,Tv,no,Inbound call,2014-09-08,4
ID00001027,Email,Morning,3,4,Tv,no,Inbound call,2014-09-13,5
ID00001028,SMS,Evening,1,1,Computer,no,SMS,2014-01-16,1
ID00001028,Email,Morning,4,4,Tv,no,SMS,2014-09-07,2
ID00001028,SMS,Evening,1,4,Tv,no,SMS,2014-07-14,3
ID00001028,Email,Afternoon,2,4,Tv,no,SMS,2014-10-08,4
ID00001028,SMS,Morning,1,4,Tv,no,SMS,2014-08-26,5
ID00001028,SMS,Afternoon,1,4,Tv,no,SMS,2014-08-30,6
ID00001029,Call,Evening,2,1,Computer,no,Previous Campaign,2014-09-02,1
ID00001029,SMS,Evening,4,4,Tv,no,Previous Campaign,2014-08-07,2
ID00001029,Call,Morning,1,4,Tv,no,Previous Campaign,2014-07-24,3
ID00001029,SMS,Afternoon,3,4,Tv,no,Previous Campaign,2014-01-08,4
ID00001030,Email,Evening,2,1,Computer,no,Previous Campaign,2014-12-03,1
ID00001030,Email,Morning,1,2,Computer,no,Previous Campaign,2014-06-04,2
ID00001030,SMS,Morning,1,2,Computer,no,Previous Campaign,2014-08-04,3
ID00001030,Email,Evening,1,2,Computer,no,Previous Campaign,2014-05-21,4
ID00001031,Call,Evening,3,1,Computer,no,SMS,2014-02-21,1
ID00001031,Call,Afternoon,1,2,Computer,no,SMS,2014-04-30,2
ID00001031,Email,Evening,3,2,Computer,no,SMS,2014-07-05,3
ID00001031,SMS,Morning,5,2,Computer,no,SMS,2014-12-05,4
ID00001032,Call,Afternoon,1,1,Computer,no,SMS,2014-03-17,1
ID00001032,SMS,Morning,2,5,Electronic,no,SMS,2014-09-10,2
ID00001032,Email,Morning,3,5,Electronic,no,SMS,2014-10-10,3
ID00001032,SMS,Evening,1,5,Electronic,no,SMS,2014-10-14,4
ID00001033,SMS,Afternoon,6,1,Computer,no,Previous Campaign,2014-07-02,1
ID00001033,SMS,Morning,6,4,Tv,no,Previous Campaign,2014-10-07,2
ID00001033,Call,Evening,7,4,Tv,no,Previous Campaign,2014-07-20,3
ID00001033,Call,Afternoon,7,4,Tv,no,Previous Campaign,2014-07-27,4
ID00001033,SMS,Afternoon,6,4,Tv,no,Previous Campaign,2014-02-09,5
ID00001033,SMS,Afternoon,5,4,Tv,no,Previous Campaign,2014-09-20,6
ID00001034,SMS,Morning,1,1,Computer,no,Inbound call,2014-03-15,1
ID00001034,SMS,Morning,1,4,Tv,no,Inbound call,2014-07-21,2
ID00001034,SMS,Evening,5,4,Tv,no,Inbound call,2014-05-08,3
ID00001034,Call,Evening,2,4,Tv,no,Inbound call,2014-08-25,4
ID00001034,SMS,Morning,1,4,Tv,no,Inbound call,2014-09-18,5
ID00001035,SMS,Afternoon,5,1,Computer,no,Previous Campaign,2014-03-02,1
ID00001035,Email,Evening,6,4,Tv,no,Previous Campaign,2014-07-18,2
ID00001035,SMS,Morning,5,4,Tv,no,Previous Campaign,2014-07-25,3
ID00001035,Email,Afternoon,5,4,Tv,no,Previous Campaign,2014-11-08,4
ID00001035,Call,Afternoon,5,4,Tv,no,Previous Campaign,2014-09-20,5
ID00001036,Call,Afternoon,1,1,Computer,no,SMS,2014-01-24,1
ID00001036,Call,Morning,3,3,Tv,no,SMS,2014-05-31,2
ID00001036,Email,Morning,3,3,Tv,no,SMS,2014-05-06,3
ID00001036,Call,Afternoon,1,3,Tv,no,SMS,2014-06-18,4
ID00001036,Call,Afternoon,1,3,Tv,no,SMS,2014-06-20,5
ID00001037,SMS,Evening,4,1,Computer,no,SMS,2014-03-18,1
ID00001037,Email,Evening,5,2,Computer,no,SMS,2014-03-26,2
ID00001037,Email,Afternoon,5,2,Computer,no,SMS,2014-03-26,3
ID00001037,SMS,Afternoon,6,2,Computer,no,SMS,2014-04-22,4
ID00001037,Email,Evening,6,2,Computer,no,SMS,2014-03-05,5
ID00001037,Call,Morning,5,2,Computer,no,SMS,2014-05-22,6
ID00001038,Call,Morning,7,1,Computer,no,SMS,2014-12-03,1
ID00001038,Call,Morning,5,5,Electronic,no,SMS,2014-09-11,2
ID00001038,Call,Afternoon,7,5,Electronic,no,SMS,2014-10-11,3
ID00001039,Call,Morning,2,1,Computer,no,SMS,2014-01-31,1
ID00001039,Email,Morning,2,6,Computer,no,SMS,2014-09-12,2
ID00001039,Call,Evening,6,6,Computer,no,SMS,2014-12-14,3
ID00001039,SMS,Afternoon,6,6,Computer,no,SMS,2014-12-14,4
ID00001039,Call,Morning,7,6,Computer,no,SMS,2014-12-15,5
ID00001039,Email,Afternoon,4,6,Computer,no,SMS,2014-12-22,6
ID00001040,SMS,Morning,6,1,Computer,no,Inbound call,2014-07-01,1
ID00001040,SMS,Afternoon,3,5,Electronic,no,Inbound call,2014-10-10,2
